ID,Market,Region,Customer Feedback,NPS,ROUTERID
17326914,Singapore,North,Totally feel no difference for 2gps as compared to 1gps. Subscription price should be cheaper,5,330
22443792,Singapore,North,I have been experiencing intermittent wifi drops. Technician come over to remedy but still issue persist. Now if want to call technician again must pay.,0,331
20916134,Singapore,North,Wifi signal often went way below avg performance and speed!,5,332
6238950,Singapore,North-East,The speedy is not what I paid for,0,333
5929585,Singapore,North,,3,334
14851961,Singapore,East,the smart tv channel many times are lagging to start and sometimes need to reboot,7,335
14953243,Singapore,West,Poor connection and lots of disturbance after start using new digital set off box,4,336
14990683,Singapore,North-East,The wifi coverage is not good and there is very few reward and promotion given especially during the end contract .,7,337
18468576,Singapore,West,Patchy upload/download speed and slow response every now and then.,7,338
5763262,Singapore,North,Comparing other providers these are the reasons given based on my personal opinion. Not much other initiatives,6,339
5763262,Singapore,North,Coverage using provided router is bad... Price wise it's no longer attractive,5,340
5763262,Singapore,North,Connection speeds and pricing are not competitive,2,341
17820086,Singapore,West,very good.,7,342
13872506,Singapore,West,Broadband is slower and more unstable ever since I recontracted.,6,343
14283633,Singapore,North-East,"Broadband service good, seldom break down",9,344
15750535,Singapore,East,Internet is sluggish,5,345
14428115,Singapore,Central,Need to improve on plan and promotions,9,346
17820566,Singapore,North-East,Never give customer what he wants. Always! Always package nonsense and pass on to customers,0,347
5758462,Singapore,East,Not getting what I paid for. Under my expectations.,6,348
18912823,Singapore,North-East,Sometimes wifi is weak n slow,8,349
16773431,Singapore,West,My router will occasionally lose connection to the internet for a few seconds during the day. Starhub TV+ is extremly buggy.,7,350
11294147,Singapore,West,Long term usage.. working fm home,9,351
5877504,Singapore,North,"S6 Always drop, use computer, zoom cut off. Very frustrating.",6,352
6392552,Singapore,Central,The internet connection is disrupted on multiple occasions with WiFi issues on regular basis - customer is planning to change provider if StarHub does not improve fiber service soonest,4,353
6392552,Singapore,Central,The price plans are too expensive and the connection is not smooth all the time,6,354
16795511,Singapore,Central,The service is poor and is constantly dropping,3,355
6278790,Singapore,North-East,First comment was an accident,8,356
5687661,Singapore,Central,No comments,8,357
20602449,Singapore,Central,"Unstable connection and disconnected at times during working hours, which affected my meetings and presentations.",6,358
18925303,Singapore,North-East,Intermittent & slow coverage at times even though i am already on mesh,8,359
18925303,Singapore,North-East,The service is not outstanding nor exceeds expectation.,7,360
14769640,Singapore,North,Often interrupted to reconnect,6,361
14769640,Singapore,North,Quite satisfied overall only sometimes router problems,8,362
15555892,Singapore,North,Internet is always slow and your routers are lousy,4,363
18986984,Singapore,North,Once in a while there are glitches. May not be the router.,8,364
18152732,Singapore,North,10,10,365
14146110,Singapore,North-East,Had issues with wifi range and instability. But now is better.,6,366
18360335,Singapore,North-East,No comment.,6,367
15216287,Singapore,West,The reason the broadband was given a lower rate as at times it's not working at a good pace..slow is the word..thanks,9,368
15216287,Singapore,West,Very satisfying,9,369
6407912,Singapore,North-East,"1. Unstable speed, not delivering to the specs.  2. Does not take care of existing loyal customers with better incentives to stay on 3. Poor customer service especially hotline etc",2,370
6071667,Singapore,North-East,Hope StarHub can lesser those unpopular sg commercial and can provide even more good overseas shows,10,371
11464069,Singapore,North,N/A,10,372
20500687,Singapore,West,Nokia router has weak signal,8,373
18418176,Singapore,North,"evening peak hour, traffic jam, data slow",5,374
21865108,Singapore,West,0,0,375
6455193,Singapore,North-East,Connection not stable during peak hours,5,376
6455193,Singapore,North-East,Nil,0,377
19383470,Singapore,Central,For past 3-4 months the speed of internet is very poor. It's very hard to work from home. Too frustrating,6,378
20249025,Singapore,North-East,Vijay tv is not in my indian pass after 1feb2021. My monthly subscription should be reduced also. Instead of $80 should be 80-15 $65 thank you.,5,379
14058610,Singapore,North-East,Internet speed slow even using Google wifi device,8,380
6417133,Singapore,West,?????????????????????????????????,8,381
6417133,Singapore,West,æŽæ°è·¯ç±åšæ¶ïŒè®Ÿçœ®äžå®æŽã å¿é¡»åæŽŸå·¥äœäººåè§£å³ã,7,382
6522735,Singapore,East,Pls call my alternative phone number for reasons and details,1,383
16213603,Singapore,West,No comment,7,384
20775113,Singapore,North,There's cheaper telco,7,385
14037010,Singapore,East,If broadband pricing is cheaper for senior 60 yrs and above Starhub will have more senior subscribers. I am a senior.,10,386
18041951,Singapore,East,Sometimes no network or poor signalling.,5,387
20824073,Singapore,North,NA,8,388
19322850,Singapore,North-East,Not provide a flexible package service. It force me to install a fiber boardband service that come with the Starhub TV package. Suppose I want to terminate the boardband service upon renewal the new contract period. An extra termination charge is requested.,3,389
21511204,Singapore,West,Expensive,6,390
6342972,Singapore,Central,Speed can be slow at times,7,391
6971782,Singapore,North,No comments,8,392
12971633,Singapore,East,No comment,8,393
12971633,Singapore,East,No comments,6,394
15405751,Singapore,North,"Since I renew my contract,  we face some probs.. ::      1) not all Hps can rec the wifi  2) wifi does not  reach my  rooms well",6,395
5744163,Singapore,West,StarHub TV always getting repeatedly initialisation of the channels and quite often loading take long times and sometimes repeatedly doing the loading of channels for many times and not even successfully loaded.,5,396
5744163,Singapore,West,Actual download and upload  speed is not as what is mentioned in subscription speed.,5,397
5693522,Singapore,North-East,Na,8,398
13832767,Singapore,North-East,tend to miss out in future better offers,8,399
14863582,Singapore,East,Below par services,2,400
6622097,Singapore,North-East,"My internet sometimes are slow and even stop working. My cable tv box sometimes doesnt work and need restart couple of time. Same with internet. Also during this pandemic no offer of half payment. Especially, long term customers of StarHub. I remember a singtel user telling me the longer he use, his hp bills is almost zero. Not sure bout now. But, at least something. The gifts redeem are all stupid offers make you spend more or for rich people. How bout bill discounts which is more important. Feel really unappreciated as a long time customer. Although if you give me half-bills and the samsung z fold 2 as a gift for my decades of not switching to singtel will be nice. I don't care for restaurant treats that I don't eat. I prefer ipad, tablet or apple watch. More tangible then free stupid hair care you guys make deals with. Wtf!?",7,401
