ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
13689,Tablet,-87,513234695,466055007
17383,Desktop,-69,971143872,397810608
17174,Desktop,-76,78580377,751395026
10603,Printer,-73,614628931,61275949
18728,Security Camera,-91,959196314,151970226
5703,Smartphone,-66,231417936,906986063
14456,Smartphone,-75,152727007,733655342
20176,Security Camera,-67,759237062,191464276
16703,Tablet,-79,259594024,337388546
16841,Gaming Console,-68,408688327,269950760
2022,Laptop,-85,852078349,208549639
1113,Smart Speaker,-82,735874258,583977769
8223,Smart Speaker,-100,245250298,810167173
9080,Gaming Console,-85,142110417,171260688
985,Printer,-69,602553608,928924248
14068,Laptop,-86,125761943,762085172
13496,Security Camera,-54,384134724,898312437
18166,Laptop,-69,718359715,467400872
20182,Smart TV,-94,844214963,195301090
14175,Tablet,-89,29965157,721675689
9176,Tablet,-61,291335888,384646963
19484,Laptop,-95,455008778,711414156
9725,Gaming Console,-64,783584676,156108325
15211,Smartwatch,-68,975405358,326505998
23088,Smart TV,-66,251536950,800942205
6403,Laptop,-53,338665275,700392529
21798,Desktop,-66,638489649,118646636
4387,Desktop,-54,753519606,744383621
5093,Desktop,-81,668940576,495667137
21417,Smartphone,-55,11763704,327122083
19400,Desktop,-51,344791484,143465605
10784,Smartwatch,-97,259309433,235934986
1055,Smart Speaker,-50,472410827,244137226
8146,Smartwatch,-53,166610836,171142353
7539,Smart TV,-100,581128367,10424922
13690,Smart Speaker,-100,722231729,680847161
13141,Desktop,-62,856172541,38544507
1836,Printer,-90,968720747,546722779
17868,Smart Speaker,-89,916478692,339633460
12925,Smartphone,-96,790011877,648281796
23551,Printer,-62,615282736,55446124
1742,Laptop,-99,50644904,361744759
13142,Tablet,-53,567915795,26120930
19325,Gaming Console,-50,324869379,238748145
20194,Smartphone,-65,842169142,510856180
15492,Tablet,-71,697352420,640089432
11579,Gaming Console,-55,681501991,727793431
16601,Printer,-61,622108420,993814519
21558,Smartphone,-79,369671170,360646713
17969,Laptop,-93,343847154,870547382
18023,Laptop,-89,809070650,57811184
734,Security Camera,-58,461864474,730386697
20667,Printer,-61,611150820,97678928
189,Desktop,-91,510194969,497229443
20167,Smart Speaker,-95,88644495,888104347
14901,Printer,-94,524972983,835221791
21097,Smart Speaker,-64,457457077,976733070
19894,Gaming Console,-55,381950196,125533432
4291,Smartwatch,-69,994725255,1528797
17787,Desktop,-65,243274781,88607702
21637,Tablet,-69,745181189,718710018
12308,Gaming Console,-54,1341199,157556347
4424,Smart Speaker,-50,909737726,16106138
17474,Smartwatch,-69,684231057,370898651
15264,Tablet,-92,156328725,670397630
22882,Smartphone,-62,324133192,864552387
14154,Smart TV,-92,491952102,727420674
10582,Desktop,-53,658572922,372043882
14434,Smart TV,-59,277113562,102704899
18811,Smartphone,-68,970126686,266139447
20230,Smart TV,-50,428704560,494168507
1559,Smart Speaker,-95,959792683,195437007
21522,Tablet,-72,106834693,649209740
22654,Smart Speaker,-80,719981910,458568513
23659,Gaming Console,-55,438219993,65131221
3406,Laptop,-76,498668730,988489509
7552,Smart TV,-74,161247192,644271216
13381,Desktop,-92,151035484,89734215
13169,Security Camera,-89,156195524,497449991
4731,Laptop,-58,965871942,490835054
17068,Laptop,-61,911722249,255566081
19509,Security Camera,-96,902912732,966365536
16134,Smart TV,-85,122503095,812958879
19592,Gaming Console,-100,434231782,76419406
50,Security Camera,-98,353720298,938447455
3684,Gaming Console,-89,81598476,676936328
1050,Tablet,-56,664342969,649589584
17595,Tablet,-68,870653489,697838313
12414,Smartwatch,-93,262336309,335096413
11255,Desktop,-74,43004276,190252345
20396,Smartwatch,-100,496533816,713706432
312,Tablet,-84,718646794,453577599
8777,Smartwatch,-69,424376191,885545074
22271,Laptop,-79,410279353,82916112
17855,Security Camera,-60,436362244,38345160
2241,Smartwatch,-90,518940247,223177940
3952,Security Camera,-56,118372348,971937420
17223,Gaming Console,-97,281887050,315988038
16976,Smartwatch,-69,614219872,179639559
22223,Smart TV,-61,380655556,494862635
12806,Laptop,-57,645202929,823829640
13071,Laptop,-82,240186929,888795265
15842,Smart TV,-96,408402291,123672057
6954,Smartphone,-50,99058939,615262283
14147,Gaming Console,-84,980530763,480976283
9327,Tablet,-98,225228712,954345226
17775,Smartwatch,-50,527991232,3261932
2059,Smart TV,-92,851602586,688828143
23217,Smart TV,-54,37718646,358747862
9916,Tablet,-88,379040407,251785416
86,Desktop,-85,563643478,122863708
13637,Tablet,-73,580587200,185094939
19450,Printer,-74,752593359,628099894
20409,Laptop,-74,681899278,780473461
22507,Security Camera,-70,592267047,340052432
5450,Gaming Console,-100,908510784,947444210
4863,Security Camera,-63,504836498,308032044
15913,Security Camera,-50,442456581,930833176
10606,Smart Speaker,-92,450716554,475056737
9511,Smart Speaker,-71,413837478,60932461
14763,Smart TV,-92,269655006,64379302
2697,Smart Speaker,-85,994439497,500492972
17707,Security Camera,-80,961259260,670665884
12487,Tablet,-61,425548409,273921770
233,Smartwatch,-93,530801494,664936294
21413,Security Camera,-89,802562315,688639336
9949,Smartphone,-72,735002843,521136897
2694,Security Camera,-98,869528399,622398711
16866,Smartphone,-74,728196295,266670602
21327,Smart Speaker,-51,934009696,17281582
9987,Smart TV,-66,145097276,956656802
4425,Smart Speaker,-87,129559872,185772404
15520,Smartphone,-92,25732552,233578931
17594,Smartwatch,-86,82886067,293348821
15685,Tablet,-83,262864106,207314062
17595,Tablet,-78,961940083,223492944
4238,Gaming Console,-50,898729418,653574807
13809,Smartwatch,-99,833757354,992305965
1276,Smart TV,-76,83228773,597009379
1967,Tablet,-74,607040213,690117940
22761,Smartwatch,-58,226784675,543859368
5879,Laptop,-100,601803372,616880500
11359,Laptop,-79,497073625,757615983
8351,Printer,-73,446123371,296662293
17158,Security Camera,-92,770911014,26784338
19970,Laptop,-60,355664639,688759506
16459,Smart TV,-89,190704146,426930593
4050,Security Camera,-52,53472214,338418739
18592,Security Camera,-79,538594456,108494336
21541,Desktop,-84,801115534,321033933
14232,Desktop,-86,938190937,748531416
4767,Smart Speaker,-90,503612841,713470360
11248,Smartphone,-86,108333789,656155371
10644,Smartwatch,-57,310147516,127920850
14906,Smartwatch,-84,909993026,563497447
15218,Smart Speaker,-91,183122579,482842262
1862,Tablet,-59,248287804,398620739
1301,Security Camera,-95,904296101,246646726
11090,Smart Speaker,-75,219466157,188957625
1230,Security Camera,-99,665398100,802951047
21050,Desktop,-60,517968806,600098451
4555,Desktop,-79,739508365,758953484
7400,Laptop,-74,944002405,387342176
12953,Laptop,-61,457923689,715958250
2128,Smart Speaker,-67,321372987,510716963
6172,Smart Speaker,-65,867404122,647642518
12675,Smartphone,-84,444734594,864977669
17937,Smartwatch,-74,784888232,732047263
12898,Laptop,-52,65348415,402551495
23680,Tablet,-53,761796067,620956637
12995,Laptop,-69,957304184,963711455
19953,Gaming Console,-85,664062828,599065331
19893,Printer,-98,990362778,797547347
2523,Tablet,-68,435039587,730588182
14960,Laptop,-73,26619434,323870665
15747,Smartwatch,-57,465443140,311473438
18702,Security Camera,-50,353322942,605351222
14211,Smart Speaker,-91,90501806,443164515
21905,Security Camera,-95,178746811,526254084
12307,Smartwatch,-78,560423203,465141641
8947,Printer,-90,537797428,698202500
376,Desktop,-51,184653532,386056489
18481,Laptop,-65,768281258,343429820
21009,Smart Speaker,-57,424336849,795868574
19057,Tablet,-75,433027742,405797086
19660,Tablet,-76,3741956,23310913
997,Laptop,-64,423684879,964819345
16401,Gaming Console,-70,462105773,306903551
10317,Smartwatch,-69,538121318,946825327
14168,Printer,-100,872333711,600815628
7625,Smart TV,-65,453872451,803772244
12646,Desktop,-85,920201581,161384701
6778,Smart TV,-88,627952620,532936291
13305,Smartphone,-69,300979536,711547705
21975,Smart TV,-51,221821937,400593506
4761,Tablet,-51,519458927,308297599
100,Smart TV,-77,281348004,47116218
12978,Security Camera,-95,594782530,258474187
11892,Smart Speaker,-99,536227542,188305286
15337,Smart Speaker,-82,913828483,651861570
13907,Gaming Console,-85,87931040,650513187
1049,Security Camera,-68,884871845,773180079
1034,Printer,-50,107784564,112489774
930,Smart Speaker,-65,881233852,5097810
3129,Security Camera,-89,906574296,103913434
13148,Gaming Console,-70,125503824,834071151
19302,Printer,-55,180052103,359106517
15583,Security Camera,-77,577842431,512201335
5359,Smart Speaker,-68,842027587,28126868
3320,Security Camera,-85,946863947,354820073
7777,Laptop,-54,689435361,561121588
9520,Smartwatch,-50,359784236,806009388
15220,Laptop,-54,736454489,20961734
4764,Smartwatch,-90,705693968,497699077
16015,Tablet,-67,22798612,465986351
9609,Tablet,-99,936929417,619800127
3279,Smart Speaker,-61,959334469,590259487
8451,Printer,-75,626710623,688787462
17109,Smartphone,-63,211603578,354871620
12447,Smartphone,-90,837334610,151510491
8775,Smart TV,-67,482103544,745370369
12560,Smart Speaker,-51,972068919,135365606
18494,Gaming Console,-87,331059124,622340658
6422,Smart TV,-99,698190069,137692826
15798,Smartphone,-60,37086640,633937475
10059,Smartwatch,-64,966701985,791036017
4163,Tablet,-80,3023080,845621656
13663,Desktop,-51,328730911,110831845
2194,Gaming Console,-81,351448540,487690964
3516,Desktop,-63,186413554,75276179
13428,Smart Speaker,-61,829846138,529876666
122,Desktop,-87,884622455,392485736
7178,Smart Speaker,-84,114144831,231799083
20747,Gaming Console,-88,440192672,75881107
5283,Printer,-58,199516640,48814820
18276,Smartphone,-89,211158076,736526957
9748,Desktop,-52,116134956,209370591
9771,Printer,-95,435182645,516202927
23076,Smartphone,-96,981464935,717059958
2902,Security Camera,-76,923499023,939190160
5569,Tablet,-62,98142476,399673570
8583,Smartphone,-93,617648895,347808211
16098,Smartphone,-54,852180801,949088505
514,Security Camera,-83,674036122,574735224
12342,Smart TV,-72,555489352,784016392
14921,Printer,-61,279512415,446713387
19046,Printer,-93,674621573,20935279
15942,Security Camera,-80,106612530,534979989
7484,Tablet,-76,176991730,525394038
3560,Smart TV,-62,809793031,74064374
18045,Smartphone,-78,645401741,713272739
2980,Security Camera,-69,911483013,580860671
3322,Gaming Console,-52,943298976,467700439
10953,Desktop,-78,537486057,22280949
19336,Tablet,-79,281852196,356812297
8291,Smart TV,-83,826921743,208069293
21142,Smartwatch,-75,797918626,385338004
8551,Desktop,-71,152768895,866288392
1200,Smartphone,-57,637454784,990241055
9165,Smartwatch,-77,774507245,183990642
2770,Smart TV,-95,210606300,412823229
11105,Smart TV,-56,83911693,577954658
2837,Smart TV,-71,192802967,814756574
4024,Smart Speaker,-84,591194511,699880233
6916,Smart TV,-58,403975940,667414698
17075,Tablet,-92,899235350,341235634
4453,Smartphone,-58,155008620,601270204
5409,Desktop,-82,954071974,268857115
5282,Smart TV,-66,367326216,883204622
6892,Smartwatch,-95,721720199,599548828
11138,Security Camera,-65,327724278,203720519
18134,Smartphone,-59,726761454,444431783
13057,Desktop,-72,999471242,7145142
7900,Smart TV,-50,312919898,996262593
22549,Printer,-66,378991809,368135936
11747,Smartphone,-67,188265670,428566230
14747,Smartwatch,-75,881906271,992650764
3980,Laptop,-55,888100335,886347820
15159,Tablet,-95,16902855,259509620
2936,Smart Speaker,-86,635921379,434704896
447,Security Camera,-71,761432863,590530219
6690,Gaming Console,-89,395243249,722213917
19211,Smart TV,-61,439456542,423336596
5882,Security Camera,-54,911566444,348772842
19196,Desktop,-71,618971320,347289800
7769,Printer,-94,977374994,760973255
23621,Printer,-90,978039529,546839182
23598,Printer,-64,709706315,686528032
10712,Smart TV,-77,600499463,334267041
15788,Smart Speaker,-61,926354163,76199016
2661,Gaming Console,-87,225904279,460400334
5789,Printer,-68,982381093,692330259
4073,Smartwatch,-73,2327489,633371159
6249,Smart Speaker,-100,933533300,560484349
14662,Printer,-69,32880261,336669156
500,Desktop,-82,481698558,376588040
17369,Security Camera,-71,598506917,847813411
16862,Printer,-82,418435383,296650846
22831,Smartwatch,-53,455869030,151562352
3005,Security Camera,-73,201005606,387932959
4145,Tablet,-54,325285130,970464115
5903,Security Camera,-65,717423531,175456256
8411,Security Camera,-74,175687834,119908431
3953,Tablet,-58,824036983,179600641
14648,Gaming Console,-61,74692323,736677477
14576,Security Camera,-88,989644935,149264767
1607,Smart TV,-92,184290191,786978436
10878,Security Camera,-98,128747983,554711894
10807,Desktop,-66,89296271,716275809
18152,Smartphone,-67,524858756,170977186
6745,Smartphone,-56,990912455,394649814
12266,Smart TV,-69,758867360,50135611
12092,Printer,-70,319981751,721649096
2194,Gaming Console,-91,149543909,198250207
20143,Gaming Console,-84,438214126,887446595
8453,Smartwatch,-90,881088601,195313733
8027,Gaming Console,-83,655948757,935309683
16240,Smartwatch,-98,468657533,499216004
4830,Security Camera,-57,29564522,46649192
4776,Smart TV,-76,290683337,321614916
8029,Gaming Console,-66,107163730,127063790
15601,Gaming Console,-58,891673129,648450572
14415,Tablet,-91,6143739,700889090
16829,Security Camera,-66,552596737,270385068
2704,Gaming Console,-93,450583028,218830521
1627,Security Camera,-100,116379770,818044809
12935,Smartphone,-89,248390822,812628854
3669,Smartwatch,-90,80392363,168650508
4724,Tablet,-58,975538308,95483937
16332,Desktop,-88,425479597,28472973
8141,Smart Speaker,-66,570168333,51252565
15758,Desktop,-51,303338139,451172441
23052,Gaming Console,-79,294738405,674082040
6290,Printer,-92,544630510,353517064
1822,Laptop,-53,766632337,655276708
8730,Tablet,-93,683975436,243123813
4627,Smartwatch,-74,714978982,924701165
10520,Printer,-80,592118695,237297323
1631,Smartphone,-58,556768792,28795509
7200,Smart Speaker,-65,43279502,166307155
7441,Desktop,-98,773365572,668617258
8177,Smartwatch,-81,385312188,690396740
8060,Security Camera,-100,998275704,82979256
13957,Smart Speaker,-94,941384289,836867311
21699,Gaming Console,-93,138193633,557093229
8623,Printer,-95,12102783,87914386
15721,Smartwatch,-88,850655772,230666476
21029,Gaming Console,-86,883679949,190009774
16260,Smartphone,-79,202098023,36639580
13759,Gaming Console,-85,397032577,768393463
23685,Smartwatch,-96,752456314,661340097
3762,Printer,-66,540742012,538387241
8933,Gaming Console,-57,86917236,522726789
5343,Smartphone,-54,221310668,903909082
7193,Security Camera,-70,245378015,15764787
10334,Printer,-66,799368369,143876712
7308,Printer,-87,131349021,97196431
20754,Smart TV,-93,801576177,394214258
6573,Smartwatch,-78,780603947,212812990
7141,Smart TV,-55,419264048,534935387
21556,Printer,-69,784087278,172772092
9397,Desktop,-98,711767653,454872112
1723,Smart Speaker,-86,798841381,785408858
22733,Smart Speaker,-100,98574269,941930615
21998,Smart TV,-54,615788327,19428216
1278,Smartphone,-59,423793380,265969125
21278,Smartwatch,-61,557222304,653953843
19350,Smartphone,-100,244082610,574311241
23631,Security Camera,-90,597221845,629705323
1199,Printer,-91,135164096,2935465
4944,Smartwatch,-98,56007336,802482587
7137,Security Camera,-92,853288850,305804249
2471,Smartphone,-94,499151316,695028717
13924,Smart Speaker,-95,124339810,820916620
270,Smart Speaker,-97,434774279,937991668
17816,Desktop,-67,384906073,561905004
22217,Desktop,-75,113220311,988398269
7060,Tablet,-81,24777543,613334295
14242,Smart TV,-96,718276164,963764360
4204,Smart Speaker,-89,740423498,249562932
19772,Laptop,-81,312963042,421721763
9736,Smart Speaker,-80,106927030,823049283
3876,Security Camera,-82,314905896,145065994
19820,Security Camera,-58,984814563,214809356
19279,Gaming Console,-53,205248425,122447908
11211,Laptop,-100,335320807,823616296
18515,Printer,-92,365176990,682796993
13251,Desktop,-51,648238349,124815354
12964,Desktop,-73,632810758,222397524
10166,Security Camera,-52,462039527,336325566
517,Gaming Console,-57,877840319,200203980
9542,Tablet,-50,83736285,951160147
22970,Gaming Console,-71,236614823,145354172
23720,Laptop,-52,590233928,75003498
3554,Smart Speaker,-54,922260444,515301198
5732,Smart Speaker,-98,882373895,281047444
